Timestamp,Username,What is the most important factor for you when choosing a flatmate? ,How do you prefer your flatmate’s daily routine to be? ,What level of social activity do you expect from your flatmate?  ,"How do you feel about sharing expenses with a flatmate?
",Which quality do you think is a deal-breaker in a flatmate?  ,How important is having similar hobbies or interests with your flatmate?  
2025-08-31 12:09:20,karen62@miles-nunez.biz,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 10:32:03,tammymarquez@austin.biz,Cleanliness & hygiene,Early bird,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 02:32:37,john03@mays.com,Friendly & cooperative nature,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 19:35:34,brandon99@hotmail.com,Friendly & cooperative nature,Doesn’t matter to me,Mostly private (values personal space more),Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Very important (I want to share activities)
2025-08-31 13:37:54,cbell@mccormick-wong.info,Similar lifestyle & interests,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 07:09:53,fsoto@yahoo.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-31 07:32:33,nathanwilkerson@hotmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),Mostly private (values personal space more),Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 23:41:14,petersontanya@yahoo.com,Friendly & cooperative nature,Early bird,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Very important (I want to share activities)
2025-08-31 01:32:15,nicolelopez@yahoo.com,Friendly & cooperative nature,Doesn’t matter to me,Very social (likes to hang out often),Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 18:24:27,ythomas@miller.com,Friendly & cooperative nature,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 07:31:41,nancy74@thompson-stewart.biz,Friendly & cooperative nature,"Night owl (stays up late, wakes up late)","Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 13:19:34,castillofelicia@savage.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 06:22:12,thomas69@parker.net,Friendly & cooperative nature,Early bird,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 13:04:11,cgonzalez@hotmail.com,Similar lifestyle & interests,Early bird,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 16:07:22,jennifer28@hotmail.com,Friendly & cooperative nature,Early bird,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Very important (I want to share activities)
2025-08-31 11:38:50,lharris@hotmail.com,Friendly & cooperative nature,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 18:24:15,nguerra@morgan-trevino.net,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Lack of cleanliness,Somewhat important (good if we have a few things in common)
2025-08-30 10:03:58,haysbryan@gmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),Mostly private (values personal space more),Strictly 50-50 split,Lack of cleanliness,Not important (as long as we respect each other)
2025-08-31 18:08:15,pthompson@bell.com,Friendly & cooperative nature,"Night owl (stays up late, wakes up late)","Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Lack of cleanliness,Somewhat important (good if we have a few things in common)
2025-08-31 15:05:57,xadams@gmail.com,Cleanliness & hygiene,"Night owl (stays up late, wakes up late)",Mostly private (values personal space more),I prefer to keep finances separate,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 21:43:40,jeremiah67@hotmail.com,Friendly & cooperative nature,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 11:21:32,srussell@yahoo.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Very important (I want to share activities)
2025-08-31 06:56:23,jeremy89@webster.info,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 07:22:25,gailcole@hotmail.com,Similar lifestyle & interests,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-31 10:07:30,ramirezpaul@yahoo.com,Friendly & cooperative nature,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-30 11:22:53,alison16@ward.biz,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Lack of cleanliness,Somewhat important (good if we have a few things in common)
2025-08-30 12:09:20,xlucas@gmail.com,Cleanliness & hygiene,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 02:25:06,roachhector@yahoo.com,Friendly & cooperative nature,Early bird,Mostly private (values personal space more),Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Very important (I want to share activities)
2025-08-31 00:38:05,ljohnson@evans.com,Study/Work habits,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-30 15:53:08,heidiwong@yahoo.com,Friendly & cooperative nature,Friendly & cooperative nature,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 15:36:41,sanfordmichael@richardson-fisher.info,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 05:44:17,caitlin13@gmail.com,Similar lifestyle & interests,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-30 00:57:39,melissawest@harper-lewis.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Lack of cleanliness,Somewhat important (good if we have a few things in common)
2025-08-30 00:17:35,meghan58@gmail.com,Similar lifestyle & interests,Flexible (adjusts as needed),Mostly private (values personal space more),Strictly 50-50 split,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-30 11:02:54,deborah42@yahoo.com,Friendly & cooperative nature,Doesn’t matter to me,Very social (likes to hang out often),Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-31 11:40:40,qflowers@gmail.com,Friendly & cooperative nature,Early bird,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 23:28:18,stevensalas@yahoo.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Very important (I want to share activities)
2025-08-30 14:20:12,benjamincarson@powell.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 03:40:32,lhoward@yahoo.com,Friendly & cooperative nature,Friendly & cooperative nature,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 01:38:35,adamsmichael@hotmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 07:27:24,rodriguezandrea@stevenson-johnson.biz,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-30 07:14:13,uadkins@gmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),Very social (likes to hang out often),"Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 16:46:20,hcoleman@wallace-ferguson.com,Friendly & cooperative nature,"Night owl (stays up late, wakes up late)","Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Very important (I want to share activities)
2025-08-30 09:57:51,aprildonovan@smith.com,Similar lifestyle & interests,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 12:25:35,clarktyler@taylor-brown.net,Similar lifestyle & interests,Early bird,Very social (likes to hang out often),Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-31 11:26:16,katelyndavis@thomas-mitchell.com,Friendly & cooperative nature,Flexible (adjusts as needed),Mostly private (values personal space more),I prefer to keep finances separate,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 02:55:02,loritaylor@cooper.org,Friendly & cooperative nature,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
